filename,site,day,month,year,date,PresentAbsent
P10-IF4-3_20230629_053000,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_053000,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_053000,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_053000,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_053000,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_053000,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_063002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,1
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230629_073002,IF4_3,29,6,23,6/29/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,1
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_053000,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_063002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,1
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230630_073002,IF4_3,30,6,23,6/30/2023,NA
P10-IF4-3_20230701_053000,IF4_3,1,7,23,7/1/2023,NA
