"Filename","Site","Date","Validation"
"PAM2_20230312_235000.wav","Site_21",2023-03-13,"absent"
"PAM2_20230313_004000.wav","Site_21",2023-03-13,"absent"
"PAM2_20230313_032000.wav","Site_21",2023-03-13,"absent"
"PAM2_20230313_035000.wav","Site_21",2023-03-13,"absent"
"PAM2_20230313_041000.wav","Site_21",2023-03-13,"absent"
"PAM2_20230313_042000.wav","Site_21",2023-03-13,"absent"
"PAM2_20230313_045000.wav","Site_21",2023-03-13,"absent"
"PAM2_20230313_052000.wav","Site_21",2023-03-13,"absent"
"PAM2_20230313_053000.wav","Site_21",2023-03-13,"present"
"PAM2_20230313_215000.wav","Site_21",2023-03-13,"absent"
"PAM2_20230313_223000.wav","Site_21",2023-03-13,"absent"
"PAM2_20230314_002000.wav","Site_21",2023-03-14,"absent"
"PAM17_20230309_063000.wav","Site_22",2023-03-09,"absent"
"PAM17_20230309_071000.wav","Site_22",2023-03-09,"absent"
"PAM17_20230309_091000.wav","Site_22",2023-03-09,"absent"
"PAM17_20230311_073000.wav","Site_22",2023-03-11,"absent"
"PAM17_20230311_084000.wav","Site_22",2023-03-11,"absent"
"PAM17_20230311_085000.wav","Site_22",2023-03-11,"absent"
"PAM17_20230316_102000.wav","Site_22",2023-03-16,"absent"
"PAM17_20230318_091000.wav","Site_22",2023-03-18,"absent"
"PAM17_20230319_060000.wav","Site_22",2023-03-19,"absent"
"PAM17_20230319_071000.wav","Site_22",2023-03-19,"absent"
"PAM17_20230319_074000.wav","Site_22",2023-03-19,"absent"
"PAM17_20230319_084000.wav","Site_22",2023-03-19,"absent"
"PAM17_20230322_083000.wav","Site_22",2023-03-22,"absent"
"PAM17_20230322_091000.wav","Site_22",2023-03-22,"absent"
"PAM17_20230326_081000.wav","Site_22",2023-03-26,"absent"
"PAM17_20230328_093000.wav","Site_22",2023-03-28,"absent"
"PAM17_20230328_104000.wav","Site_22",2023-03-28,"absent"
"PAM17_20230329_093000.wav","Site_22",2023-03-29,"absent"
"PAM17_20230330_104000.wav","Site_22",2023-03-30,"absent"
"PAM17_20230424_064000.wav","Site_22",2023-04-24,"absent"
"PAM17_20230425_064000.wav","Site_22",2023-04-25,"absent"
"PAM17_20230425_070000.wav","Site_22",2023-04-25,"absent"
"PAM17_20230425_071000.wav","Site_22",2023-04-25,"absent"
"PAM17_20230425_110000.wav","Site_22",2023-04-25,"absent"
"PAM17_20230426_075000.wav","Site_22",2023-04-26,"absent"
"PAM17_20230426_102000.wav","Site_22",2023-04-26,"absent"
"PAM17_20230426_112000.wav","Site_22",2023-04-26,"absent"
"PAM17_20230428_132000.wav","Site_22",2023-04-28,"absent"
"PAM17_20230428_165000.wav","Site_22",2023-04-28,"absent"
"PAM17_20230428_170000.wav","Site_22",2023-04-28,"absent"
"PAM17_20230429_061000.wav","Site_22",2023-04-29,"absent"
"PAM17_20230429_062000.wav","Site_22",2023-04-29,"absent"
"PAM17_20230429_070000.wav","Site_22",2023-04-29,"absent"
"PAM17_20230429_073000.wav","Site_22",2023-04-29,"absent"
"PAM17_20230429_091000.wav","Site_22",2023-04-29,"absent"
"PAM17_20230429_103000.wav","Site_22",2023-04-29,"absent"
"PAM17_20230430_092000.wav","Site_22",2023-04-30,"absent"
"PAM12_20230317_100000.wav","Site_26",2023-03-17,"absent"
"PAM12_20230318_135000.wav","Site_26",2023-03-18,"absent"
"PAM12_20230319_101000.wav","Site_26",2023-03-19,"absent"
"PAM12_20230319_112000.wav","Site_26",2023-03-19,"absent"
"PAM12_20230417_110000.wav","Site_26",2023-04-17,"absent"
"PAM12_20230418_092000.wav","Site_26",2023-04-18,"absent"
"PAM12_20230419_153000.wav","Site_26",2023-04-19,"absent"
"PAM12_20230420_104000.wav","Site_26",2023-04-20,"absent"
"PAM12_20230420_144000.wav","Site_26",2023-04-20,"absent"
"PAM12_20230424_085000.wav","Site_26",2023-04-24,"absent"
"PAM12_20230424_114000.wav","Site_26",2023-04-24,"absent"
"PAM7_20230321_231000.wav","Site_28",2023-03-22,"absent"
"PAM7_20230321_233000.wav","Site_28",2023-03-22,"absent"
"PAM7_20230321_234000.wav","Site_28",2023-03-22,"absent"
"PAM7_20230321_235000.wav","Site_28",2023-03-22,"absent"
"PAM7_20230323_083000.wav","Site_28",2023-03-23,"absent"
"PAM7_20230324_074000.wav","Site_28",2023-03-24,"absent"
"PAM7_20230328_083000.wav","Site_28",2023-03-28,"absent"
"PAM7_20230328_104000.wav","Site_28",2023-03-28,"absent"
"PAM7_20230331_083000.wav","Site_28",2023-03-31,"absent"
"PAM7_20230413_124000.wav","Site_28",2023-04-13,"absent"
"PAM7_20230414_081000.wav","Site_28",2023-04-14,"absent"
"PAM7_20230416_121000.wav","Site_28",2023-04-16,"absent"
"PAM7_20230423_074000.wav","Site_28",2023-04-23,"absent"
"PAM4_20230314_230000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230314_231000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230314_232000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230314_234000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230314_235000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_000000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_001000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_002000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_003000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_004000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_063000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_064000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_065000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_070000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_071000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_073000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_074000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_075000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_080000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_081000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_082000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_083000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_084000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_085000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_090000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_091000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_092000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_093000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_094000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_095000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_100000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_101000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_102000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_103000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_105000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_111000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_112000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_113000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_114000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_120000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_121000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_122000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230315_133000.wav","Site_29",2023-03-15,"absent"
"PAM4_20230321_094000.wav","Site_29",2023-03-21,"absent"
"PAM4_20230324_060000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_061000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_062000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_063000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_064000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_065000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_070000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_071000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_072000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_073000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_074000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_075000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_080000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_081000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_082000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_083000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_084000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_085000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_090000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_091000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_092000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_093000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_094000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_095000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_100000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_101000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_103000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_104000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_105000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_110000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_111000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_112000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_113000.wav","Site_29",2023-03-24,"absent"
"PAM4_20230324_121000.wav","Site_29",2023-03-24,"absent"
"PAM20_20230330_094000.wav","Site_30",2023-03-30,"absent"
"PAM20_20230412_091000.wav","Site_30",2023-04-12,"absent"
"PAM20_20230413_064000.wav","Site_30",2023-04-13,"absent"
"PAM20_20230415_100000.wav","Site_30",2023-04-15,"absent"
"PAM20_20230420_091000.wav","Site_30",2023-04-20,"absent"
"PAM20_20230420_092000.wav","Site_30",2023-04-20,"absent"
"PAM18_20230403_225000.wav","Site_31",2023-04-03,"present"
"PAM18_20230412_204000.wav","Site_31",2023-04-12,"present"
"PAM18_20230421_111000.wav","Site_31",2023-04-21,"absent"
"PAM18_20230309_075000.wav","Site_36",2023-03-09,"absent"
"PAM9_20230316_095000.wav","Site_37",2023-03-16,"absent"
"PAM9_20230317_104000.wav","Site_37",2023-03-17,"absent"
"PAM9_20230322_071000.wav","Site_37",2023-03-22,"absent"
"PAM9_20230322_105000.wav","Site_37",2023-03-22,"absent"
"PAM9_20230322_202000.wav","Site_37",2023-03-22,"present"
"PAM9_20230323_002000.wav","Site_37",2023-03-23,"present"
"PAM9_20230323_113000.wav","Site_37",2023-03-23,"absent"
"PAM9_20230325_121000.wav","Site_37",2023-03-25,"absent"
"PAM9_20230326_162000.wav","Site_37",2023-03-26,"absent"
"PAM9_20230327_125000.wav","Site_37",2023-03-27,"absent"
"PAM9_20230327_130000.wav","Site_37",2023-03-27,"absent"
"PAM9_20230328_140000.wav","Site_37",2023-03-28,"absent"
"PAM9_20230329_102000.wav","Site_37",2023-03-29,"absent"
"PAM9_20230331_175000.wav","Site_37",2023-03-31,"absent"
"PAM9_20230401_233000.wav","Site_37",2023-04-01,"absent"
"PAM9_20230402_221000.wav","Site_37",2023-04-02,"absent"
"PAM9_20230403_014000.wav","Site_37",2023-04-03,"absent"
"PAM9_20230403_220000.wav","Site_37",2023-04-03,"absent"
"PAM9_20230403_221000.wav","Site_37",2023-04-03,"absent"
"PAM9_20230405_223000.wav","Site_37",2023-04-05,"absent"
"PAM9_20230405_231000.wav","Site_37",2023-04-05,"absent"
"PAM9_20230406_233000.wav","Site_37",2023-04-06,"absent"
"PAM9_20230416_101000.wav","Site_37",2023-04-16,"absent"
"PAM9_20230416_103000.wav","Site_37",2023-04-16,"absent"
"PAM9_20230416_124000.wav","Site_37",2023-04-16,"absent"
"PAM9_20230416_131000.wav","Site_37",2023-04-16,"absent"
"PAM9_20230417_083000.wav","Site_37",2023-04-17,"absent"
"PAM9_20230417_105000.wav","Site_37",2023-04-17,"absent"
"PAM9_20230417_184000.wav","Site_37",2023-04-17,"absent"
"PAM9_20230418_080000.wav","Site_37",2023-04-18,"absent"
"PAM9_20230418_120000.wav","Site_37",2023-04-18,"absent"
"PAM9_20230419_130000.wav","Site_37",2023-04-19,"absent"
"PAM9_20230420_112000.wav","Site_37",2023-04-20,"absent"
"PAM9_20230420_122000.wav","Site_37",2023-04-20,"absent"
"PAM9_20230425_070000.wav","Site_37",2023-04-25,"absent"
"PAM9_20230425_122000.wav","Site_37",2023-04-25,"absent"
"PAM9_20230425_192000.wav","Site_37",2023-04-25,"absent"
"PAM9_20230426_105000.wav","Site_37",2023-04-26,"absent"
"PAM10_20230227_081000.wav","Site_38",2023-02-27,"absent"
"PAM10_20230227_082000.wav","Site_38",2023-02-27,"absent"
"PAM10_20230227_193000.wav","Site_38",2023-02-27,"present"
"PAM10_20230227_194000.wav","Site_38",2023-02-27,"present"
"PAM10_20230227_195000.wav","Site_38",2023-02-27,"present"
"PAM10_20230227_200000.wav","Site_38",2023-02-27,"present"
"PAM10_20230227_212000.wav","Site_38",2023-02-27,"present"
"PAM10_20230227_222000.wav","Site_38",2023-02-27,"present"
"PAM10_20230227_232000.wav","Site_38",2023-02-27,"present"
"PAM10_20230227_233000.wav","Site_38",2023-02-27,"present"
"PAM10_20230227_235000.wav","Site_38",2023-02-27,"present"
"PAM10_20230228_000000.wav","Site_38",2023-02-28,"present"
"PAM10_20230228_032000.wav","Site_38",2023-02-28,"present"
"PAM10_20230228_034000.wav","Site_38",2023-02-28,"present"
"PAM10_20230228_035000.wav","Site_38",2023-02-28,"present"
"PAM10_20230228_041000.wav","Site_38",2023-02-28,"present"
"PAM10_20230228_042000.wav","Site_38",2023-02-28,"present"
"PAM10_20230228_043000.wav","Site_38",2023-02-28,"present"
"PAM10_20230228_055000.wav","Site_38",2023-02-28,"present"
"PAM10_20230228_122000.wav","Site_38",2023-02-28,"absent"
"PAM10_20230228_182000.wav","Site_38",2023-02-28,"present"
"PAM10_20230306_230000.wav","Site_38",2023-03-06,"present"
"PAM10_20230306_233000.wav","Site_38",2023-03-06,"absent"
"PAM10_20230307_210000.wav","Site_38",2023-03-07,"absent"
"PAM10_20230307_211000.wav","Site_38",2023-03-07,"absent"
"PAM10_20230307_212000.wav","Site_38",2023-03-07,"absent"
"PAM10_20230307_213000.wav","Site_38",2023-03-07,"absent"
"PAM10_20230307_214000.wav","Site_38",2023-03-07,"absent"
"PAM10_20230307_220000.wav","Site_38",2023-03-07,"absent"
"PAM10_20230307_221000.wav","Site_38",2023-03-07,"absent"
"PAM10_20230307_222000.wav","Site_38",2023-03-07,"absent"
"PAM10_20230307_223000.wav","Site_38",2023-03-07,"absent"
"PAM10_20230307_224000.wav","Site_38",2023-03-07,"absent"
"PAM10_20230307_225000.wav","Site_38",2023-03-07,"absent"
"PAM10_20230307_230000.wav","Site_38",2023-03-07,"absent"
"PAM10_20230307_231000.wav","Site_38",2023-03-07,"absent"
"PAM10_20230307_232000.wav","Site_38",2023-03-07,"absent"
"PAM10_20230307_233000.wav","Site_38",2023-03-07,"absent"
"PAM10_20230307_234000.wav","Site_38",2023-03-07,"absent"
"PAM10_20230307_235000.wav","Site_38",2023-03-07,"absent"
"PAM10_20230313_100000.wav","Site_38",2023-03-13,"absent"
"PAM13_20230326_083000.wav","Site_39",2023-03-26,"absent"
"PAM13_20230329_201000.wav","Site_39",2023-03-29,"absent"
"PAM13_20230413_064000.wav","Site_39",2023-04-13,"absent"
"PAM13_20230414_074000.wav","Site_39",2023-04-14,"absent"
"PAM5_20230225_000000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_001000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_004000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_013000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_014000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_015000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_020000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_022000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_023000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_024000.wav","Site_41",2023-02-25,NA
"PAM5_20230225_025000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_030000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_031000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_032000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_033000.wav","Site_41",2023-02-25,NA
"PAM5_20230225_035000.wav","Site_41",2023-02-25,NA
"PAM5_20230225_040000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_051000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_053000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_054000.wav","Site_41",2023-02-25,NA
"PAM5_20230225_055000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_061000.wav","Site_41",2023-02-25,NA
"PAM5_20230225_063000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_182000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_183000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_184000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_185000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_190000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_192000.wav","Site_41",2023-02-25,NA
"PAM5_20230225_193000.wav","Site_41",2023-02-25,NA
"PAM5_20230225_194000.wav","Site_41",2023-02-25,NA
"PAM5_20230225_195000.wav","Site_41",2023-02-25,NA
"PAM5_20230225_201000.wav","Site_41",2023-02-25,NA
"PAM5_20230225_203000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_212000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_214000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_223000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_224000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_230000.wav","Site_41",2023-02-25,"present"
"PAM5_20230225_232000.wav","Site_41",2023-02-25,NA
"PAM5_20230225_234000.wav","Site_41",2023-02-25,"present"
"PAM5_20230226_000000.wav","Site_41",2023-02-26,NA
"PAM5_20230226_002000.wav","Site_41",2023-02-26,NA
"PAM5_20230226_003000.wav","Site_41",2023-02-26,"present"
"PAM5_20230226_031000.wav","Site_41",2023-02-26,"present"
"PAM5_20230226_041000.wav","Site_41",2023-02-26,"present"
"PAM5_20230226_095000.wav","Site_41",2023-02-26,"present"
"PAM5_20230226_182000.wav","Site_41",2023-02-26,"present"
"PAM5_20230226_183000.wav","Site_41",2023-02-26,"present"
"PAM5_20230226_184000.wav","Site_41",2023-02-26,"present"
"PAM5_20230226_185000.wav","Site_41",2023-02-26,"present"
"PAM5_20230226_190000.wav","Site_41",2023-02-26,"present"
"PAM5_20230226_191000.wav","Site_41",2023-02-26,NA
"PAM5_20230226_192000.wav","Site_41",2023-02-26,NA
"PAM5_20230226_194000.wav","Site_41",2023-02-26,"present"
"PAM5_20230226_201000.wav","Site_41",2023-02-26,"present"
"PAM5_20230226_202000.wav","Site_41",2023-02-26,"present"
"PAM5_20230226_212000.wav","Site_41",2023-02-26,"present"
"PAM5_20230226_214000.wav","Site_41",2023-02-26,"present"
"PAM5_20230226_215000.wav","Site_41",2023-02-26,"present"
"PAM5_20230226_222000.wav","Site_41",2023-02-26,"present"
"PAM5_20230226_224000.wav","Site_41",2023-02-26,"present"
"PAM5_20230226_225000.wav","Site_41",2023-02-26,"present"
"PAM5_20230226_231000.wav","Site_41",2023-02-26,NA
"PAM5_20230226_232000.wav","Site_41",2023-02-26,NA
"PAM5_20230226_234000.wav","Site_41",2023-02-26,"present"
"PAM5_20230226_235000.wav","Site_41",2023-02-26,NA
"PAM5_20230227_000000.wav","Site_41",2023-02-27,NA
"PAM5_20230227_001000.wav","Site_41",2023-02-27,NA
"PAM5_20230227_003000.wav","Site_41",2023-02-27,NA
"PAM5_20230227_010000.wav","Site_41",2023-02-27,NA
"PAM5_20230227_012000.wav","Site_41",2023-02-27,"present"
"PAM5_20230227_025000.wav","Site_41",2023-02-27,"present"
"PAM5_20230227_031000.wav","Site_41",2023-02-27,"present"
"PAM5_20230227_032000.wav","Site_41",2023-02-27,NA
"PAM5_20230227_033000.wav","Site_41",2023-02-27,NA
"PAM5_20230227_050000.wav","Site_41",2023-02-27,"present"
"PAM5_20230227_052000.wav","Site_41",2023-02-27,"present"
"PAM5_20230227_182000.wav","Site_41",2023-02-27,"present"
"PAM5_20230227_183000.wav","Site_41",2023-02-27,NA
"PAM5_20230227_184000.wav","Site_41",2023-02-27,"present"
"PAM5_20230227_185000.wav","Site_41",2023-02-27,NA
"PAM5_20230227_191000.wav","Site_41",2023-02-27,"present"
"PAM5_20230227_192000.wav","Site_41",2023-02-27,"present"
"PAM5_20230227_194000.wav","Site_41",2023-02-27,NA
"PAM5_20230227_195000.wav","Site_41",2023-02-27,NA
"PAM5_20230227_200000.wav","Site_41",2023-02-27,"present"
"PAM5_20230227_201000.wav","Site_41",2023-02-27,"present"
"PAM5_20230227_202000.wav","Site_41",2023-02-27,NA
"PAM5_20230227_203000.wav","Site_41",2023-02-27,"present"
"PAM5_20230227_205000.wav","Site_41",2023-02-27,"present"
"PAM5_20230227_210000.wav","Site_41",2023-02-27,"present"
"PAM5_20230227_213000.wav","Site_41",2023-02-27,"present"
"PAM5_20230227_220000.wav","Site_41",2023-02-27,"present"
"PAM5_20230227_221000.wav","Site_41",2023-02-27,"present"
"PAM5_20230227_223000.wav","Site_41",2023-02-27,"present"
"PAM5_20230227_224000.wav","Site_41",2023-02-27,"present"
"PAM5_20230227_225000.wav","Site_41",2023-02-27,"present"
"PAM5_20230227_230000.wav","Site_41",2023-02-27,"present"
"PAM5_20230227_232000.wav","Site_41",2023-02-27,"present"
"PAM5_20230228_013000.wav","Site_41",2023-02-28,"present"
"PAM5_20230228_014000.wav","Site_41",2023-02-28,"present"
"PAM5_20230228_020000.wav","Site_41",2023-02-28,"present"
"PAM5_20230228_021000.wav","Site_41",2023-02-28,NA
"PAM5_20230228_023000.wav","Site_41",2023-02-28,"present"
